uid	name	rank	parent	description	last_modified	common_name	species_count	split1	short_description

384	Neopilionidae	family	Opiliones	Neopilionidae is a family of harvestmen (Opiliones) found in Southern Hemisphere forests, especially in Australia, New Zealand, and South America. These arachnids are scavengers and predators of small invertebrates. They are distinguished by long legs, rounded bodies, and adaptations for cool, moist forest microhabitats. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	Harvestmen	1	0	Neopilionidae is a family of harvestmen (Opiliones) found in Southern Hemisphere forests, especially in Australia, New Zealand, and South America.

385	Nephilidae	family	Araneae	Nephilidae is a family of orb-weaving spiders known for their large size and intricate golden webs. Females are significantly larger than males and are commonly found in tropical and subtropical forests. These spiders feed on flying insects and occasionally small vertebrates. Their silk is exceptionally strong and has been studied for biomaterial applications. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	golden orb-weavers	1	0	Nephilidae is a family of orb-weaving spiders known for their large size and intricate golden webs.

386	Silphidae	family	Coleoptera	Silphidae, or carrion beetles, are scavengers commonly found on decomposing animal remains. They play crucial roles in nutrient recycling and forensic entomology. Adults and larvae feed on carrion, with some species burying small carcasses for their offspring. They are characterized by clubbed antennae and flattened, robust bodies. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	carrion beetles	20	0	Silphidae, or carrion beetles, are scavengers commonly found on decomposing animal remains.

387	Sesarmidae	family	Decapoda	Sesarmidae is a family of semiterrestrial crabs frequently found in mangroves, tidal mudflats, and forest floors. These crabs are herbivorous or detritivorous, feeding on leaf litter and algae. They burrow for shelter and contribute to nutrient cycling in coastal ecosystems. Some species exhibit arboreal behavior and tidal rhythm adaptations. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	mangrove crabs	1	0	Sesarmidae is a family of semiterrestrial crabs frequently found in mangroves, tidal mudflats, and forest floors.

388	Notodromadidae	family	Podocopida	Notodromadidae is a family of small, freshwater ostracods typically found in lentic habitats such as ponds, lakes, and slow-moving streams. These bivalved crustaceans are scavengers or filter feeders, contributing to the breakdown of organic material. They have a calcified carapace and are often used in paleolimnological studies. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	seed shrimp	1	0	Notodromadidae is a family of small, freshwater ostracods typically found in lentic habitats such as ponds, lakes, and slow-moving streams.

389	Teratembiidae	family	Embioptera	A small family of parasitic mites, typically found on beetles and other insects, where they often live as ectoparasites. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	webspinners	1	0	A small family of parasitic mites, typically found on beetles and other insects, where they often live as ectoparasites.

390	Olpiidae	family	Pseudoscorpiones	Olpiidae is a family of small, cryptic pseudoscorpions inhabiting soil, leaf litter, caves, and under bark in arid and tropical environments. They are predatory, feeding on mites and tiny arthropods using venomous pedipalps. Lacking stingers and silk glands, they play an important role in microfaunal regulation and soil health. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	small pseudoscorpions	1	0	Olpiidae is a family of small, cryptic pseudoscorpions inhabiting soil, leaf litter, caves, and under bark in arid and tropical environments.

391	Lygaeidae	family	Hemiptera	A family of seed bugs, characterized by their feeding habits on plant seeds, often found in agricultural crops and grasslands. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	seed bugs	1	0	A family of seed bugs, characterized by their feeding habits on plant seeds, often found in agricultural crops and grasslands.

392	Oniscidae	family	Isopoda	A family of woodlice (isopods), commonly known as pill bugs or armadillo bugs, which can roll into a ball for defense and are typically found in moist environments. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	common woodlice	1	0	A family of woodlice (isopods), commonly known as pill bugs or armadillo bugs, which can roll into a ball for defense and are typically found in moist environments.

393	Geometridae	family	Lepidoptera	Geometridae is a large family of moths, known as geometer moths, whose larvae are commonly called inchworms due to their characteristic looping movement. These moths are widespread and are often found feeding on leaves in gardens, forests, and agricultural fields. Some species are agricultural pests, while others are harmless. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	geometer moths	1	0	Geometridae is a large family of moths, known as geometer moths, whose larvae are commonly called inchworms due to their characteristic looping movement.

394	Scorpionidae	family	Scorpiones	Scorpionidae is a family of scorpions, recognized for their pincers and venomous sting. Found in tropical and temperate regions, these arachnids are nocturnal predators, feeding on insects, spiders, and other small animals. They play an important role in controlling insect populations in their ecosystems. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	large-clawed scorpions	3	0	Scorpionidae is a family of scorpions, recognized for their pincers and venomous sting.

395	Oppiidae	family	Sarcoptiformes	A family of mites, commonly found in soil and leaf litter, where they play a role in the decomposition of organic material and act as predators of smaller arthropods. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	soil mites	1	0	A family of mites, commonly found in soil and leaf litter, where they play a role in the decomposition of organic material and act as predators of smaller arthropods.

396	Macronyssidae	family	Mesostigmata	A family of mites commonly found on birds, often as ectoparasites, feeding on blood and tissues, particularly in tropical and subtropical regions. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	rodent mites	1	0	A family of mites commonly found on birds, often as ectoparasites, feeding on blood and tissues, particularly in tropical and subtropical regions.

397	Panorpidae	family	Mecoptera	A family of scorpionflies, characterized by their large, pincer-like genitalia, and are typically found in forests, where they prey on smaller insects. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	common scorpionflies	14	0	A family of scorpionflies, characterized by their large, pincer-like genitalia, and are typically found in forests, where they prey on smaller insects.

398	Parajapygidae	family	Diplura	Parajapygidae is a family of small, wingless springtails, often found in soil, leaf litter, or under bark. These insects are known for their forceps-like cerci, which they use to jump and escape from predators. They feed on decaying plant matter and contribute to the breakdown of organic material in ecosystems. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	Two-pronged bristletails	2	0	Parajapygidae is a family of small, wingless springtails, often found in soil, leaf litter, or under bark.

399	Stylopidae	family	Strepsiptera	A family of parasitic wasps, known for their highly specialized parasitism, where the larvae live inside their host, often affecting other insects like beetles. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	stylopid parasites	6	0	A family of parasitic wasps, known for their highly specialized parasitism, where the larvae live inside their host, often affecting other insects like beetles.

400	Ectobiidae	family	Blattodea	A family of cockroaches, typically smaller and less well-known, often found in domestic environments, and frequently associated with human activity. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	wood cockroaches	1	0	A family of cockroaches, typically smaller and less well-known, often found in domestic environments, and frequently associated with human activity.

401	Protroctopsocidae	family	Psocodea	A family of tiny, wingless insects (psocids), commonly found on tree bark or in leaf litter, often feeding on algae and fungi. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	Barklice	1	0	A family of tiny, wingless insects (psocids), commonly found on tree bark or in leaf litter, often feeding on algae and fungi.

402	Pedicinidae	family	Psocodea	A family of parasitic lice that inhabit the skin of various birds, feeding on blood and tissues, often causing discomfort or irritation to their hosts. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	old world monkey lice	1	0	A family of parasitic lice that inhabit the skin of various birds, feeding on blood and tissues, often causing discomfort or irritation to their hosts.

403	Pediculidae	family	Psocodea	A family of lice known for their parasitic relationship with mammals, including human lice, which can cause itching and are vectors of disease. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	human lice	1	0	A family of lice known for their parasitic relationship with mammals, including human lice, which can cause itching and are vectors of disease.

404	Peripsocidae	family	Psocodea	A family of booklice, typically found on trees, leaves, and in buildings, where they feed on mold and organic debris. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	Stout barklice	1	0	A family of booklice, typically found on trees, leaves, and in buildings, where they feed on mold and organic debris.

405	Leptopsyllidae	family	Siphonaptera	A family of parasitic fleas found on small mammals, often in tropical environments, where they play a role in pest control by feeding on their hosts. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	rodent fleas	1	0	A family of parasitic fleas found on small mammals, often in tropical environments, where they play a role in pest control by feeding on their hosts.

406	Aphrophoridae	family	Hemiptera	A family of plant-feeding insects, known as spittlebugs or froghoppers, whose nymphs produce a characteristic frothy mass to protect themselves. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	Spittlebugs	1	0	A family of plant-feeding insects, known as spittlebugs or froghoppers, whose nymphs produce a characteristic frothy mass to protect themselves.

407	Philosciidae	family	Isopoda	A family of woodlice (isopods), commonly found in damp environments, often contributing to the breakdown of organic material in soil. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	speedy woodlice	1	0	A family of woodlice (isopods), commonly found in damp environments, often contributing to the breakdown of organic material in soil.

408	Philotarsidae	family	Psocodea	A family of harvestmen (Opiliones) with long legs and short bodies, typically found in moist environments where they feed on small invertebrates. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	eyelash barklice	1	0	A family of harvestmen (Opiliones) with long legs and short bodies, typically found in moist environments where they feed on small invertebrates.

409	Ctenidae	family	Araneae	A family of wandering spiders, often called tree-dwelling tarantulas, recognized for their strong legs and active predatory behavior. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	wandering spiders	1	0	A family of wandering spiders, often called tree-dwelling tarantulas, recognized for their strong legs and active predatory behavior.

410	Phryganeidae	family	Trichoptera	A family of caddisflies, known for their larvae that build cases from natural materials like twigs and sand, commonly found in freshwater environments. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	giant caddisflies	1	0	A family of caddisflies, known for their larvae that build cases from natural materials like twigs and sand, commonly found in freshwater environments.

411	Phylliidae	family	Phasmatodea	A family of stick insects known as leaf insects, which have evolved leaf-like bodies that help them blend into their surroundings, found in tropical forests. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	leaf insects	2	0	A family of stick insects known as leaf insects, which have evolved leaf-like bodies that help them blend into their surroundings, found in tropical forests.

412	Pionidae	family	Trombidiformes	A family of parasitic wasps, some species of which are important in biological pest control, by parasitizing other insects like aphids and caterpillars. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	aquatic mites	1	0	A family of parasitic wasps, some species of which are important in biological pest control, by parasitizing other insects like aphids and caterpillars.

413	Platyarthridae	family	Isopoda	A family of woodlice (isopods), often found in leaf litter, where they help decompose plant matter and contribute to soil health. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	fast woodlice	1	0	A family of woodlice (isopods), often found in leaf litter, where they help decompose plant matter and contribute to soil health.

414	Platycnemididae	family	Odonata	A family of damselflies, notable for their long, slender bodies and typically found in temperate freshwater habitats, often near vegetation. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	white-legged damselflies	1	0	A family of damselflies, notable for their long, slender bodies and typically found in temperate freshwater habitats, often near vegetation.

415	Pseudomyrmecinae	family	Hymenoptera	A subfamily of ants, recognized for their mutualistic relationships with certain plants, where they protect the plants from herbivores in exchange for food. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	big-eyed arboreal ants	1	0	A subfamily of ants, recognized for their mutualistic relationships with certain plants, where they protect the plants from herbivores in exchange for food.

416	Sabaconidae	family	Opiliones	A family of arachnids belonging to the order Palpigradi, known for their tiny size and subterranean lifestyle, often found in leaf litter or soil. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	sabacon harvestmen	1	0	A family of arachnids belonging to the order Palpigradi, known for their tiny size and subterranean lifestyle, often found in leaf litter or soil.

417	Sarcoptidae	family	Sarcoptiformes	A family of mites, some species of which are responsible for scabies in mammals, including humans, by burrowing into the skin and causing intense itching. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	itch mites	1	0	A family of mites, some species of which are responsible for scabies in mammals, including humans, by burrowing into the skin and causing intense itching.

418	Scorpiopidae	family	Scorpiones	A family of scorpions found in tropical regions, known for their distinctive pincers and venomous stingers, and often living in burrows or under rocks. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	forest scorpions	1	0	A family of scorpions found in tropical regions, known for their distinctive pincers and venomous stingers, and often living in burrows or under rocks.

419	Sericostomatidae	family	Trichoptera	A family of caddisflies whose larvae build protective cases using plant material or detritus, typically found in freshwater habitats such as rivers and streams. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	case-making caddisflies	1	0	A family of caddisflies whose larvae build protective cases using plant material or detritus, typically found in freshwater habitats such as rivers and streams.

420	Vaejovidae	family	Scorpiones	A family of scorpions primarily found in North and Central America, Vaejovids are adapted to arid environments and are nocturnal predators with medically insignificant stings. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	north american scorpions	1	0	A family of scorpions primarily found in North and Central America, Vaejovids are adapted to arid environments and are nocturnal predators with medically insignificant stings.

421	Sialidae	family	Megaloptera	Alderflies are recognized by their dark, soft-bodied adults with veined wings and aquatic larvae that dwell in slow-moving streams, preying on invertebrates and serving as indicators of water quality. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	alderflies	20	0	Alderflies are recognized by their dark, soft-bodied adults with veined wings and aquatic larvae that dwell in slow-moving streams, preying on invertebrates and serving as indicators of water quality.

422	Sinentomidae	family	Protura	Members of this proturan family are minute, eyeless soil-dwellers found in East Asia, feeding on decaying organic matter and contributing to microhabitat nutrient cycling. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	Proturans	1	0	Members of this proturan family are minute, eyeless soil-dwellers found in East Asia, feeding on decaying organic matter and contributing to microhabitat nutrient cycling.

423	Phaneropterinae	family	Orthoptera	Leaf-mimicking katydids in this subfamily are adept at acoustic communication, often feeding on leaves or flowers; they navigate vegetation with long hind legs and camouflaged wings. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	false katydids	1	0	Leaf-mimicking katydids in this subfamily are adept at acoustic communication, often feeding on leaves or flowers; they navigate vegetation with long hind legs and camouflaged wings.

424	Trigoniulidae	family	Spirobolida	These tropical millipedes have a cylindrical body and are mostly detritivores, active in moist forest floors where they recycle organic matter and aid soil aeration. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	flat-backed millipedes	1	0	These tropical millipedes have a cylindrical body and are mostly detritivores, active in moist forest floors where they recycle organic matter and aid soil aeration.

425	Xenidae	family	Strepsiptera	A small family of demosponges, Xenidae includes marine species with simple body plans and uncertain phylogenetic placement, often found in cryptic reef habitats. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	Twisted-wing parasites	3	0	A small family of demosponges, Xenidae includes marine species with simple body plans and uncertain phylogenetic placement, often found in cryptic reef habitats.

426	Xibalbanidae	family	Nectiopoda	Recently described harvestmen endemic to cave systems in Central America, members of this family exhibit troglomorphic traits such as elongated appendages and reduced pigmentation. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	cave whip scorpions	6	0	Recently described harvestmen endemic to cave systems in Central America, members of this family exhibit troglomorphic traits such as elongated appendages and reduced pigmentation.

427	Paranonychidae	family	Opiliones	Small-bodied harvestmen found mainly in humid, forested regions of North America and East Asia, these arachnids use cryptic coloration and are known for limited dispersal and localized endemism. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	Harvestmen	1	0	Small-bodied harvestmen found mainly in humid, forested regions of North America and East Asia, these arachnids use cryptic coloration and are known for limited dispersal and localized endemism.

428	Formicinae	family	Hymenoptera	Ants in this subfamily are diverse and widespread, characterized by the absence of a stinger and use of formic acid for defense; they exhibit varied nesting strategies and often form large, structured colonies. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	formicine ants	2	0	Ants in this subfamily are diverse and widespread, characterized by the absence of a stinger and use of formic acid for defense; they exhibit varied nesting strategies and often form large, structured colonies.

429	Polydesmida	order	Diplopoda	The largest order of millipedes, known as flat-backed millipedes, characterized by wing-like extensions on body segments. They are important decomposers in soil ecosystems. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	flat-backed millipedes	5	0	The largest order of millipedes, known as flat-backed millipedes, characterized by wing-like extensions on body segments.

430	Pseudoscorpiones	order	Arachnida	Small arachnids resembling scorpions but lacking tails and stingers. Pseudoscorpions use pincer-like pedipalps to capture prey and help control pest populations. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:55:45	pseudoscorpions	20	1	Small arachnids resembling scorpions but lacking tails and stingers.

431	Anostraca	order	Branchiopoda	Fairy shrimps inhabiting temporary freshwater pools. They lack a carapace, swim upside down, and produce drought-resistant eggs to survive harsh conditions. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	Fairy shrimp	28	0	Fairy shrimps inhabiting temporary freshwater pools.

432	Podocopida	order	Ostracoda	Podocopida, or seed shrimp, are small crustaceans with bivalve-like shells. They are typically found in aquatic environments such as ponds, lakes, and marshes, where they play a role in aquatic food webs, feeding on organic material and algae. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	seed shrimp	18	0	Podocopida, or seed shrimp, are small crustaceans with bivalve-like shells.

433	Bacillidae	family	Phasmatodea	Stick insects in this family are known for extreme body elongation and camouflage, typically inhabiting forests where they feed on leaves and remain motionless for extended periods to avoid detection. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	stick insects	1	0	Stick insects in this family are known for extreme body elongation and camouflage, typically inhabiting forests where they feed on leaves and remain motionless for extended periods to avoid detection.

434	Geophilomorpha	order	Chilopoda	Soil centipedes with elongated, eyeless bodies and many leg pairs, adapted for burrowing. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	soil centipedes	5	0	Soil centipedes with elongated, eyeless bodies and many leg pairs, adapted for burrowing.

435	Mecoptera	order	Insecta	Mecoptera, known as scorpionflies, are insects characterized by their elongated abdomens, which in males resemble scorpions. These insects are primarily found in forested environments, where they feed on decaying organic matter and small invertebrates. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:55:45	scorpionflies	20	1	Mecoptera, known as scorpionflies, are insects characterized by their elongated abdomens, which in males resemble scorpions.

436	Symphypleona	order	Entognatha	Symphypleona are a group of globular springtails that are commonly found in soil and leaf litter. They are important decomposers, feeding on decaying organic matter and contributing to nutrient cycling in terrestrial ecosystems. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	globular springtails	1	0	Symphypleona are a group of globular springtails that are commonly found in soil and leaf litter.

437	Platydesmida	order	Diplopoda	Platydesmida are flat-backed millipedes with lateral paranota, which give them a flattened appearance. These millipedes are primarily detritivores, feeding on decaying plant matter, and are typically found in moist habitats like leaf litter and forest floors. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	flat-backed millipedes	1	0	Platydesmida are flat-backed millipedes with lateral paranota, which give them a flattened appearance.

438	Strepsiptera	order	Insecta	Small parasitic insects with free-living males and endoparasitic females, notable for twisted-wing structures. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:55:45	twisted-wing parasites	14	1	Small parasitic insects with free-living males and endoparasitic females, notable for twisted-wing structures.

439	Spirobolida	order	Diplopoda	Spirobolida, or round-backed millipedes, are characterized by their smooth, cylindrical bodies and numerous segments. These millipedes are primarily detritivores, feeding on decaying plant matter in moist environments, contributing to the breakdown of organic material and nutrient recycling. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	round-backed millipedes	5	0	Spirobolida, or round-backed millipedes, are characterized by their smooth, cylindrical bodies and numerous segments.

440	Siphonaptera	order	Insecta	Siphonaptera, commonly known as fleas, are wingless ectoparasitic insects specialized for feeding on the blood of mammals and birds. Their laterally compressed bodies and strong hind legs allow them to move easily through fur and jump long distances. Fleas are known vectors of several diseases, including plague and murine typhus. Their life cycle includes larval and pupal stages in host environments such as nests or bedding. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:55:45	fleas	19	1	Siphonaptera, commonly known as fleas, are wingless ectoparasitic insects specialized for feeding on the blood of mammals and birds.

441	Craterostigmomorpha	order	Chilopoda	A centipede order with only two species, characterized by brooding behavior and restricted distribution. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	Centipedes	1	0	A centipede order with only two species, characterized by brooding behavior and restricted distribution.

442	Decapoda	order	Malacostraca	Ten-legged crustaceans including crabs, lobsters, shrimp, and crayfish, found in aquatic environments. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	decapods	3	0	Ten-legged crustaceans including crabs, lobsters, shrimp, and crayfish, found in aquatic environments.

443	Scolopendromorpha	order	Chilopoda	Scolopendromorpha is a group of large predatory centipedes known for their flattened bodies, strong mandibles, and venomous bite. These centipedes are active predators, preying on small vertebrates and invertebrates, and are typically found in tropical and temperate environments. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	tropical centipedes	12	0	Scolopendromorpha is a group of large predatory centipedes known for their flattened bodies, strong mandibles, and venomous bite.

444	Entomobryomorpha	order	Entognatha	Slender springtails with segmented bodies found in soil and leaf litter, aiding decomposition. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	elongate-bodied springtails	1	0	Slender springtails with segmented bodies found in soil and leaf litter, aiding decomposition.

445	Opiliones	order	Arachnida	Harvestmen or daddy longlegs; arachnids with fused bodies, scavengers and predators worldwide. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:55:45	harvestmen	20	1	Harvestmen or daddy longlegs; arachnids with fused bodies, scavengers and predators worldwide.

446	Phthiraptera	order	Insecta	Phthiraptera, commonly known as lice, are wingless ectoparasitic insects that infest birds and mammals. They feed on the blood, feathers, or skin of their hosts and are often associated with poor hygiene and the spread of diseases in both wild and domesticated animals. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	lice	8	0	Phthiraptera, commonly known as lice, are wingless ectoparasitic insects that infest birds and mammals.

447	Remipedia	order	Arthropoda	Eyeless, venomous crustaceans found in anchialine caves, with elongated segmented bodies and biramous swimming appendages. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	remipedes	17	0	Eyeless, venomous crustaceans found in anchialine caves, with elongated segmented bodies and biramous swimming appendages.

448	Syarinidae	family	Pseudoscorpiones	This family of small pseudoscorpions occurs in leaf litter, caves, and under bark; they use venomous pedipalps to capture prey and are often overlooked due to their cryptic habits. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	cryptic pseudoscorpions	1	0	This family of small pseudoscorpions occurs in leaf litter, caves, and under bark; they use venomous pedipalps to capture prey and are often overlooked due to their cryptic habits.

449	Glomerida	order	Diplopoda	Glomerida is an order of millipedes commonly known as pill millipedes, named for their ability to roll into a near-perfect sphere as a defense mechanism. These short-bodied, heavily sclerotized arthropods are found primarily in forested regions of Europe, Asia, and parts of North Africa. Unlike similar-looking woodlice, they have a single pair of legs per body segment. Glomeridans feed on decaying plant material and contribute to nutrient recycling in leaf litter ecosystems. Their compact form and defensive behavior make them a textbook example of morphological convergence with terrestrial isopods. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	Pill millipedes	1	0	Glomerida is an order of millipedes commonly known as pill millipedes, named for their ability to roll into a near-perfect sphere as a defense mechanism.

450	Julida	order	Diplopoda	Julida is an order of millipedes recognized for their smooth, cylindrical bodies and numerous leg pairs. They are primarily detritivores, consuming decomposing plant matter in forests and grasslands across Eurasia and North America. These millipedes coil tightly when threatened and play a key role in nutrient cycling and soil formation, supporting microbial activity and decomposer communities. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	Julid millipedes	4	0	Julida is an order of millipedes recognized for their smooth, cylindrical bodies and numerous leg pairs.

451	Onychophora	phylum	Eukarya	Onychophora, or velvet worms, are soft-bodied terrestrial invertebrates resembling caterpillars, with unjointed lobopod legs and slime-shooting oral papillae. Found in moist tropical and temperate habitats, they are nocturnal predators that immobilize prey using sticky secretions. Onychophorans exhibit fascinating evolutionary traits bridging annelids and arthropods. They are of great interest to evolutionary biology due to their ancient lineage and unique nervous system. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	Velvet worms	20	0	Onychophora, or velvet worms, are soft-bodied terrestrial invertebrates resembling caterpillars, with unjointed lobopod legs and slime-shooting oral papillae.

452	Hydrozoa	class	Cnidaria	Hydrozoa is a class of mostly marine cnidarians that includes hydroids, siphonophores, and some colonial jellyfish-like organisms. They exhibit complex life cycles with both polyp and medusa stages, although some lack one or the other. Hydrozoans are important predators of zooplankton and serve as prey for larger invertebrates and fish. Some species form large, visible colonies, such as the Portuguese man o' war. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	Hydrozoans	1	0	Hydrozoa is a class of mostly marine cnidarians that includes hydroids, siphonophores, and some colonial jellyfish-like organisms.

453	Capitellida	order	Polychaeta	Capitellida is an order of polychaete worms commonly found in soft sediment habitats such as intertidal zones and estuaries. They are known for their relatively simple body plans and sediment-sifting feeding habits, playing a crucial role in bioturbation and nutrient cycling. Their abundance and sensitivity to pollution make them useful bioindicators of sediment health and environmental quality. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	Capitellid worms	3	0	Capitellida is an order of polychaete worms commonly found in soft sediment habitats such as intertidal zones and estuaries.

454	Cladocera	order	Branchiopoda	Cladocera, commonly known as water fleas, are small planktonic crustaceans inhabiting freshwater ecosystems. Their carapace encloses most of the body, and they swim using large, rhythmic antennae strokes. Genera like Daphnia are key grazers on algae and serve as prey for fish, linking primary producers to higher trophic levels. Many species reproduce parthenogenetically and can form dormant eggs to survive harsh conditions. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	Water fleas	20	0	Cladocera, commonly known as water fleas, are small planktonic crustaceans inhabiting freshwater ecosystems.

